STATE/UT,Year,Rape,Kidnapping_Abduction,Dowry_Deaths,Domestic_Cruelty,Importation_of_Girls
ANDHRA PRADESH,2001,50,30,16,175,0
ANDHRA PRADESH,2001,23,30,7,154,0
ANDHRA PRADESH,2001,27,34,14,186,0
ANDHRA PRADESH,2001,20,20,17,57,0
ANDHRA PRADESH,2001,23,26,12,247,0
ANDHRA PRADESH,2001,0,0,0,0,0
ANDHRA PRADESH,2001,54,51,7,378,0
ANDHRA PRADESH,2001,37,39,24,746,0
ANDHRA PRADESH,2001,56,49,62,224,0
ANDHRA PRADESH,2001,47,30,17,172,0
ANDHRA PRADESH,2001,37,21,10,265,0
ANDHRA PRADESH,2001,29,47,13,92,0
ANDHRA PRADESH,2001,59,27,14,69,0
ANDHRA PRADESH,2001,35,20,26,192,0
ANDHRA PRADESH,2001,35,19,31,214,0
ANDHRA PRADESH,2001,46,80,10,287,0
ANDHRA PRADESH,2001,21,21,19,228,0
ANDHRA PRADESH,2001,19,12,5,119,0
ANDHRA PRADESH,2001,72,83,37,421,7
ANDHRA PRADESH,2001,0,0,1,0,0
ANDHRA PRADESH,2001,8,12,6,108,0
ANDHRA PRADESH,2001,25,48,2,520,0
ANDHRA PRADESH,2001,1,0,0,0,0
ANDHRA PRADESH,2001,12,12,3,99,0
ANDHRA PRADESH,2001,13,6,0,204,0
ANDHRA PRADESH,2001,8,2,0,121,0
ANDHRA PRADESH,2001,53,25,52,165,0
ANDHRA PRADESH,2001,61,21,15,348,0
ANDHRA PRADESH,2001,871,765,420,5791,7
ARUNACHAL PRADESH,2001,1,2,0,0,0
ARUNACHAL PRADESH,2001,2,4,0,2,0
ARUNACHAL PRADESH,2001,2,5,0,0,0
ARUNACHAL PRADESH,2001,0,2,0,0,0
ARUNACHAL PRADESH,2001,2,6,0,0,0
ARUNACHAL PRADESH,2001,9,5,0,3,0
ARUNACHAL PRADESH,2001,5,7,0,2,0
ARUNACHAL PRADESH,2001,2,5,0,0,0
ARUNACHAL PRADESH,2001,4,10,0,2,0
ARUNACHAL PRADESH,2001,2,5,0,0,0
ARUNACHAL PRADESH,2001,2,1,0,2,0
ARUNACHAL PRADESH,2001,1,0,0,0,0
ARUNACHAL PRADESH,2001,1,3,0,0,0
ARUNACHAL PRADESH,2001,33,55,0,11,0
ASSAM,2001,28,88,10,95,0
ASSAM,2001,20,21,1,26,0
ASSAM,2001,0,0,0,0,0
ASSAM,2001,45,74,7,216,0
ASSAM,2001,48,47,9,37,0
ASSAM,2001,42,20,0,0,0
ASSAM,2001,43,51,5,111,0
ASSAM,2001,35,37,3,19,0
ASSAM,2001,1,0,0,0,0
ASSAM,2001,35,35,1,64,0
ASSAM,2001,30,40,0,26,0
ASSAM,2001,37,64,5,98,0
ASSAM,2001,24,34,2,28,0
ASSAM,2001,42,28,2,48,0
ASSAM,2001,21,65,2,27,0
ASSAM,2001,5,15,4,8,0
ASSAM,2001,33,8,1,30,0
ASSAM,2001,14,12,0,20,0
ASSAM,2001,64,62,0,93,0
ASSAM,2001,23,37,0,28,0
ASSAM,2001,2,4,0,7,0
ASSAM,2001,51,109,1,132,0
ASSAM,2001,30,27,3,15,0
ASSAM,2001,3,0,0,0,0
ASSAM,2001,47,64,0,0,0
ASSAM,2001,53,80,1,99,0
ASSAM,2001,41,48,2,21,0
ASSAM,2001,817,1070,59,1248,0
BIHAR,2001,93,13,11,50,0
BIHAR,2001,0,0,7,14,0
BIHAR,2001,16,4,33,19,0
BIHAR,2001,25,6,0,2,0
BIHAR,2001,34,10,9,16,0
BIHAR,2001,13,7,21,21,0
BIHAR,2001,20,23,17,54,8
BIHAR,2001,10,12,8,22,0
BIHAR,2001,35,9,20,52,0
BIHAR,2001,22,13,23,29,0
BIHAR,2001,8,1,15,0,0
BIHAR,2001,19,16,37,34,0
BIHAR,2001,25,15,26,24,0
BIHAR,2001,13,18,22,155,0
BIHAR,2001,1,0,0,1,0
BIHAR,2001,10,1,16,15,0
BIHAR,2001,6,5,25,4,0
BIHAR,2001,51,20,6,29,0
BIHAR,2001,0,1,0,0,0
BIHAR,2001,5,6,11,2,0
BIHAR,2001,22,16,4,39,0
BIHAR,2001,10,7,6,5,0
BIHAR,2001,11,15,6,10,0
BIHAR,2001,13,11,12,18,0
BIHAR,2001,44,35,37,47,0
BIHAR,2001,11,15,8,39,0
BIHAR,2001,73,25,69,141,6
BIHAR,2001,2,1,0,1,0
BIHAR,2001,40,12,47,54,0
BIHAR,2001,7,9,4,5,0
BIHAR,2001,15,1,17,13,1
BIHAR,2001,27,11,90,152,39
BIHAR,2001,1,1,0,0,0
BIHAR,2001,39,23,8,22,0
BIHAR,2001,25,18,36,59,0
BIHAR,2001,12,10,7,12,0
BIHAR,2001,19,29,11,35,29
BIHAR,2001,20,15,67,101,0
BIHAR,2001,3,1,9,32,0
BIHAR,2001,11,7,3,2,0
BIHAR,2001,23,20,13,21,0
BIHAR,2001,4,26,32,10,0
BIHAR,2001,30,2,7,18,0
BIHAR,2001,20,28,59,179,0
BIHAR,2001,888,518,859,1558,83
CHHATTISGARH,2001,17,1,1,7,0
CHHATTISGARH,2001,69,20,7,94,0
CHHATTISGARH,2001,4,0,0,0,0
CHHATTISGARH,2001,19,8,1,3,0
CHHATTISGARH,2001,22,4,1,6,0
CHHATTISGARH,2001,144,42,12,231,0
CHHATTISGARH,2001,0,0,0,1,0
CHHATTISGARH,2001,59,4,3,14,0
CHHATTISGARH,2001,29,6,9,116,0
CHHATTISGARH,2001,36,2,2,4,0
CHHATTISGARH,2001,42,4,1,10,0
CHHATTISGARH,2001,35,0,1,15,0
CHHATTISGARH,2001,46,13,1,31,0
CHHATTISGARH,2001,34,7,3,31,0
CHHATTISGARH,2001,43,7,6,21,0
CHHATTISGARH,2001,53,6,2,22,0
CHHATTISGARH,2001,104,28,16,121,0
CHHATTISGARH,2001,58,3,3,51,0
CHHATTISGARH,2001,145,16,1,62,0
CHHATTISGARH,2001,959,171,70,840,0
GOA,2001,4,1,2,6,0
GOA,2001,8,5,0,5,0
GOA,2001,12,6,2,11,0
GUJARAT,2001,39,117,7,530,0
GUJARAT,2001,5,27,0,84,0
GUJARAT,2001,1,1,0,2,0
GUJARAT,2001,2,34,2,94,0
GUJARAT,2001,3,28,0,210,0
GUJARAT,2001,4,34,0,56,0
GUJARAT,2001,9,51,2,129,0
GUJARAT,2001,5,15,0,11,0
GUJARAT,2001,4,12,3,116,0
GUJARAT,2001,17,29,4,165,0
GUJARAT,2001,20,22,2,163,0
GUJARAT,2001,14,39,11,384,0
GUJARAT,2001,11,30,0,122,0
GUJARAT,2001,2,22,2,176,0
GUJARAT,2001,4,49,5,188,0
GUJARAT,2001,8,8,0,9,0
GUJARAT,2001,2,5,0,17,0
GUJARAT,2001,18,35,2,152,0
GUJARAT,2001,5,46,0,43,0
GUJARAT,2001,3,21,0,78,0
GUJARAT,2001,6,5,0,64,0
GUJARAT,2001,5,38,3,199,0
GUJARAT,2001,20,35,2,206,0
GUJARAT,2001,11,37,20,132,0
GUJARAT,2001,26,16,0,34,0
GUJARAT,2001,11,24,2,75,0
GUJARAT,2001,3,32,0,90,0
GUJARAT,2001,18,34,0,81,0
GUJARAT,2001,9,11,0,50,0
GUJARAT,2001,1,0,0,7,0
GUJARAT,2001,286,857,67,3667,0
HARYANA,2001,11,32,11,132,0
HARYANA,2001,10,7,33,43,0
HARYANA,2001,37,53,19,108,0
HARYANA,2001,17,13,17,93,0
HARYANA,2001,0,2,5,0,0
HARYANA,2001,32,32,17,136,0
HARYANA,2001,10,18,24,117,0
HARYANA,2001,21,8,20,122,0
HARYANA,2001,21,8,11,67,0
HARYANA,2001,16,8,9,105,0
HARYANA,2001,44,10,18,97,0
HARYANA,2001,31,14,10,68,0
HARYANA,2001,11,8,8,23,0
HARYANA,2001,6,15,4,43,0
HARYANA,2001,38,10,11,92,0
HARYANA,2001,11,11,12,14,0
HARYANA,2001,28,6,17,41,0
HARYANA,2001,17,7,12,98,0
HARYANA,2001,15,12,18,51,0
HARYANA,2001,22,23,9,63,0
HARYANA,2001,398,297,285,1513,0
HIMACHAL PRADESH,2001,5,9,1,47,0
HIMACHAL PRADESH,2001,12,15,0,21,0
HIMACHAL PRADESH,2001,0,0,0,0,0
HIMACHAL PRADESH,2001,3,3,1,33,0
HIMACHAL PRADESH,2001,18,21,1,58,0
HIMACHAL PRADESH,2001,6,3,0,2,0
HIMACHAL PRADESH,2001,13,6,0,2,0
HIMACHAL PRADESH,2001,2,1,0,1,0
HIMACHAL PRADESH,2001,16,10,0,56,0
HIMACHAL PRADESH,2001,18,11,2,31,0
HIMACHAL PRADESH,2001,10,11,3,22,0
HIMACHAL PRADESH,2001,12,10,2,24,0
HIMACHAL PRADESH,2001,9,5,0,20,0
HIMACHAL PRADESH,2001,124,105,10,317,0
JAMMU & KASHMIR,2001,6,36,0,0,0
JAMMU & KASHMIR,2001,1,13,0,0,0
JAMMU & KASHMIR,2001,28,59,0,0,0
JAMMU & KASHMIR,2001,12,10,0,3,0
JAMMU & KASHMIR,2001,7,34,0,0,0
JAMMU & KASHMIR,2001,0,0,0,0,0
JAMMU & KASHMIR,2001,0,0,0,0,0
JAMMU & KASHMIR,2001,7,15,0,1,0
JAMMU & KASHMIR,2001,5,31,0,0,0
JAMMU & KASHMIR,2001,13,43,5,26,0
JAMMU & KASHMIR,2001,0,1,0,0,0
JAMMU & KASHMIR,2001,13,10,3,1,0
JAMMU & KASHMIR,2001,6,31,0,0,0
JAMMU & KASHMIR,2001,6,29,0,0,0
JAMMU & KASHMIR,2001,0,1,0,0,0
JAMMU & KASHMIR,2001,13,10,0,2,0
JAMMU & KASHMIR,2001,7,33,0,0,0
JAMMU & KASHMIR,2001,0,0,0,0,0
JAMMU & KASHMIR,2001,17,20,3,6,0
JAMMU & KASHMIR,2001,3,3,0,0,0
JAMMU & KASHMIR,2001,7,9,0,0,0
JAMMU & KASHMIR,2001,8,102,0,2,0
JAMMU & KASHMIR,2001,10,14,2,9,0
JAMMU & KASHMIR,2001,169,504,13,50,0
JHARKHAND,2001,26,32,25,45,0
JHARKHAND,2001,32,10,0,0,0
JHARKHAND,2001,6,3,7,6,0
JHARKHAND,2001,22,0,10,10,0
JHARKHAND,2001,32,45,30,18,0
JHARKHAND,2001,2,0,0,0,0
JHARKHAND,2001,27,0,3,23,0
JHARKHAND,2001,11,2,15,5,0
JHARKHAND,2001,42,10,30,57,0
JHARKHAND,2001,37,26,1,0,0
JHARKHAND,2001,29,11,0,10,1
JHARKHAND,2001,41,31,31,18,0
JHARKHAND,2001,50,51,6,88,0
JHARKHAND,2001,1,0,0,0,0
JHARKHAND,2001,18,11,5,20,0
JHARKHAND,2001,2,2,11,29,0
JHARKHAND,2001,12,2,6,0,0
JHARKHAND,2001,12,8,0,10,0
JHARKHAND,2001,23,0,7,18,0
JHARKHAND,2001,15,2,18,28,1
JHARKHAND,2001,73,1,4,78,0
JHARKHAND,2001,20,5,3,21,0
JHARKHAND,2001,17,15,4,0,0
JHARKHAND,2001,17,12,1,0,0
JHARKHAND,2001,567,279,217,484,2
KARNATAKA,2001,2,7,1,50,0
KARNATAKA,2001,40,56,40,229,0
KARNATAKA,2001,13,10,30,123,0
KARNATAKA,2001,8,12,4,125,0
KARNATAKA,2001,16,11,5,49,0
KARNATAKA,2001,7,10,2,51,0
KARNATAKA,2001,6,19,1,92,0
KARNATAKA,2001,4,5,7,15,0
KARNATAKA,2001,8,7,4,83,0
KARNATAKA,2001,18,0,2,35,0
KARNATAKA,2001,3,6,1,25,0
KARNATAKA,2001,22,13,8,77,0
KARNATAKA,2001,4,4,2,24,0
KARNATAKA,2001,3,2,3,8,0
KARNATAKA,2001,2,2,3,18,0
KARNATAKA,2001,20,21,6,104,0
KARNATAKA,2001,20,0,4,68,0
KARNATAKA,2001,3,11,5,32,0
KARNATAKA,2001,1,7,4,20,0
KARNATAKA,2001,4,4,4,14,0
KARNATAKA,2001,17,18,18,39,0
KARNATAKA,2001,6,12,5,23,0
KARNATAKA,2001,15,1,7,72,0
KARNATAKA,2001,2,7,9,48,0
KARNATAKA,2001,12,4,6,51,0
KARNATAKA,2001,12,5,1,52,0
KARNATAKA,2001,1,0,1,0,0
KARNATAKA,2001,12,10,6,134,0
KARNATAKA,2001,6,4,28,44,0
KARNATAKA,2001,2,0,0,16,0
KARNATAKA,2001,4,3,3,34,0
KARNATAKA,2001,293,271,220,1755,0
KERALA,2001,21,6,1,105,0
KERALA,2001,2,0,0,4,0
KERALA,2001,38,7,3,161,0
KERALA,2001,34,0,0,127,0
KERALA,2001,42,7,0,157,0
KERALA,2001,28,1,0,66,0
KERALA,2001,55,9,3,315,0
KERALA,2001,22,12,2,82,0
KERALA,2001,39,10,2,319,0
KERALA,2001,71,4,3,448,0
KERALA,2001,63,10,5,215,0
KERALA,2001,12,0,0,95,0
KERALA,2001,1,0,0,0,0
KERALA,2001,42,9,2,198,0
KERALA,2001,57,21,6,210,0
KERALA,2001,35,1,0,59,0
KERALA,2001,562,97,27,2561,0
MADHYA PRADESH,2001,87,11,3,72,0
MADHYA PRADESH,2001,34,2,5,18,0
MADHYA PRADESH,2001,95,16,7,71,0
MADHYA PRADESH,2001,31,20,34,54,0
MADHYA PRADESH,2001,106,48,15,132,0
MADHYA PRADESH,2001,1,2,0,0,0
MADHYA PRADESH,2001,65,23,20,46,0
MADHYA PRADESH,2001,93,16,10,109,0
MADHYA PRADESH,2001,66,10,28,58,0
MADHYA PRADESH,2001,12,8,8,18,0
MADHYA PRADESH,2001,78,11,15,96,0
MADHYA PRADESH,2001,68,18,41,88,0
MADHYA PRADESH,2001,20,2,0,4,0
MADHYA PRADESH,2001,124,15,7,95,0
MADHYA PRADESH,2001,59,22,20,49,0
MADHYA PRADESH,2001,28,2,9,27,0
MADHYA PRADESH,2001,65,13,9,31,0
MADHYA PRADESH,2001,84,35,25,161,0
MADHYA PRADESH,2001,2,0,0,0,0
MADHYA PRADESH,2001,108,20,28,81,0
MADHYA PRADESH,2001,0,0,1,0,0
MADHYA PRADESH,2001,44,80,5,24,0
MADHYA PRADESH,2001,25,3,11,59,0
MADHYA PRADESH,2001,63,12,11,49,0
MADHYA PRADESH,2001,47,14,5,21,0
MADHYA PRADESH,2001,64,9,4,46,0
MADHYA PRADESH,2001,41,8,4,30,0
MADHYA PRADESH,2001,35,18,29,34,0
MADHYA PRADESH,2001,70,4,22,40,0
MADHYA PRADESH,2001,37,7,1,62,0
MADHYA PRADESH,2001,44,10,19,31,0
MADHYA PRADESH,2001,79,9,20,50,0
MADHYA PRADESH,2001,95,9,7,49,0
MADHYA PRADESH,2001,70,13,4,53,0
MADHYA PRADESH,2001,31,18,18,56,0
MADHYA PRADESH,2001,141,16,29,142,0
MADHYA PRADESH,2001,58,5,19,65,0
MADHYA PRADESH,2001,52,2,10,25,0
MADHYA PRADESH,2001,63,13,9,87,0
MADHYA PRADESH,2001,90,8,8,65,0
MADHYA PRADESH,2001,21,3,6,14,0
MADHYA PRADESH,2001,72,11,14,26,0
MADHYA PRADESH,2001,42,30,27,66,0
MADHYA PRADESH,2001,59,27,5,45,0
MADHYA PRADESH,2001,86,4,15,27,0
MADHYA PRADESH,2001,59,33,7,109,0
MADHYA PRADESH,2001,25,2,2,21,0
MADHYA PRADESH,2001,112,6,13,56,0
MADHYA PRADESH,2001,2851,668,609,2562,0
MAHARASHTRA,2001,44,25,0,496,0
MAHARASHTRA,2001,15,14,2,189,0
MAHARASHTRA,2001,23,23,10,55,0
MAHARASHTRA,2001,42,25,4,92,0
MAHARASHTRA,2001,14,14,4,102,0
MAHARASHTRA,2001,28,6,6,247,0
MAHARASHTRA,2001,22,15,2,177,0
MAHARASHTRA,2001,39,1,5,60,0
MAHARASHTRA,2001,22,18,35,223,0
MAHARASHTRA,2001,43,7,2,144,0
MAHARASHTRA,2001,16,6,6,127,0
MAHARASHTRA,2001,27,6,0,57,0
MAHARASHTRA,2001,23,17,4,80,0
MAHARASHTRA,2001,20,8,2,134,0
MAHARASHTRA,2001,19,12,5,389,0
MAHARASHTRA,2001,16,8,5,172,0
MAHARASHTRA,2001,26,13,19,80,0
MAHARASHTRA,2001,7,22,38,150,0
MAHARASHTRA,2001,127,12,18,198,0
MAHARASHTRA,2001,2,0,0,0,0
MAHARASHTRA,2001,39,51,7,218,0
MAHARASHTRA,2001,2,0,2,0,0
MAHARASHTRA,2001,81,16,3,141,0
MAHARASHTRA,2001,23,36,21,202,0
MAHARASHTRA,2001,16,6,2,78,0
MAHARASHTRA,2001,9,9,3,99,0
MAHARASHTRA,2001,39,10,7,339,0
MAHARASHTRA,2001,17,7,5,57,0
MAHARASHTRA,2001,16,7,2,102,0
MAHARASHTRA,2001,25,16,1,120,0
MAHARASHTRA,2001,56,28,2,147,1
MAHARASHTRA,2001,0,0,0,0,0
MAHARASHTRA,2001,42,17,5,165,0
MAHARASHTRA,2001,20,1,1,55,0
MAHARASHTRA,2001,10,4,0,62,0
MAHARASHTRA,2001,32,8,12,96,0
MAHARASHTRA,2001,32,7,13,179,0
MAHARASHTRA,2001,7,2,0,8,0
MAHARASHTRA,2001,16,11,6,62,0
MAHARASHTRA,2001,35,14,6,90,0
MAHARASHTRA,2001,39,37,6,212,0
MAHARASHTRA,2001,65,16,6,104,0
MAHARASHTRA,2001,35,12,9,89,0
MAHARASHTRA,2001,15,13,10,116,0
MAHARASHTRA,2001,56,31,12,177,0
MAHARASHTRA,2001,1302,611,308,6090,1
MANIPUR,2001,1,3,0,1,0
MANIPUR,2001,0,1,0,0,0
MANIPUR,2001,1,0,0,0,0
MANIPUR,2001,7,6,0,1,0
MANIPUR,2001,7,37,0,3,0
MANIPUR,2001,0,0,0,0,0
MANIPUR,2001,0,0,0,0,0
MANIPUR,2001,4,14,0,0,0
MANIPUR,2001,0,1,0,0,0
MANIPUR,2001,20,62,0,5,0
MEGHALAYA,2001,2,0,0,0,0
MEGHALAYA,2001,1,0,0,1,0
MEGHALAYA,2001,5,0,0,0,0
MEGHALAYA,2001,7,4,0,0,0
MEGHALAYA,2001,5,5,0,3,0
MEGHALAYA,2001,4,0,0,0,0
MEGHALAYA,2001,2,2,0,0,0
MEGHALAYA,2001,26,11,0,4,0
MIZORAM,2001,26,0,0,1,0
MIZORAM,2001,7,0,0,0,0
MIZORAM,2001,6,0,0,0,0
MIZORAM,2001,2,0,0,0,0
MIZORAM,2001,3,0,0,0,0
MIZORAM,2001,0,0,0,15,2
MIZORAM,2001,3,0,0,0,0
MIZORAM,2001,5,1,0,0,1
MIZORAM,2001,52,1,0,16,3
NAGALAND,2001,4,4,0,0,0
NAGALAND,2001,0,0,0,0,0
NAGALAND,2001,6,0,0,0,0
NAGALAND,2001,1,0,0,0,0
NAGALAND,2001,2,2,0,0,0
NAGALAND,2001,0,0,0,0,0
NAGALAND,2001,1,0,0,0,0
NAGALAND,2001,0,0,0,0,0
NAGALAND,2001,1,0,0,0,0
NAGALAND,2001,2,0,0,0,0
NAGALAND,2001,17,6,0,0,0
ODISHA,2001,33,5,8,53,0
ODISHA,2001,58,32,36,68,0
ODISHA,2001,19,8,0,30,0
ODISHA,2001,10,10,4,29,0
ODISHA,2001,35,18,23,79,0
ODISHA,2001,19,16,4,61,0
ODISHA,2001,6,5,1,6,0
ODISHA,2001,34,33,39,125,0
ODISHA,2001,8,4,2,8,0
ODISHA,2001,15,7,14,31,0
ODISHA,2001,10,3,1,7,0
ODISHA,2001,22,10,1,9,0
ODISHA,2001,12,16,16,30,0
ODISHA,2001,24,14,16,42,0
ODISHA,2001,12,5,4,13,0
ODISHA,2001,30,17,0,9,0
ODISHA,2001,34,25,4,29,0
ODISHA,2001,11,15,24,57,0
ODISHA,2001,38,19,4,41,0
ODISHA,2001,65,32,11,171,0
ODISHA,2001,38,13,7,132,0
ODISHA,2001,14,5,0,12,0
ODISHA,2001,77,31,19,74,0
ODISHA,2001,17,18,14,9,0
ODISHA,2001,13,3,0,13,0
ODISHA,2001,9,2,0,17,0
ODISHA,2001,41,24,29,32,0
ODISHA,2001,9,0,1,26,0
ODISHA,2001,12,6,2,17,0
ODISHA,2001,18,9,0,18,0
ODISHA,2001,8,4,6,11,0
ODISHA,2001,1,3,0,0,0
ODISHA,2001,2,3,0,0,0
ODISHA,2001,36,19,4,7,0
ODISHA,2001,790,434,294,1266,0
PUNJAB,2001,9,26,7,77,0
PUNJAB,2001,12,13,6,24,0
PUNJAB,2001,8,4,6,19,0
PUNJAB,2001,13,9,4,57,0
PUNJAB,2001,6,7,4,20,0
PUNJAB,2001,11,6,4,7,0
PUNJAB,2001,22,7,11,22,0
PUNJAB,2001,0,0,3,0,0
PUNJAB,2001,12,14,6,21,0
PUNJAB,2001,19,13,12,46,0
PUNJAB,2001,19,11,7,27,0
PUNJAB,2001,21,49,17,104,0
PUNJAB,2001,8,9,2,34,0
PUNJAB,2001,6,1,4,15,0
PUNJAB,2001,38,46,11,249,0
PUNJAB,2001,9,6,9,20,0
PUNJAB,2001,6,4,2,3,0
PUNJAB,2001,11,9,6,25,0
PUNJAB,2001,3,2,1,16,0
PUNJAB,2001,11,8,4,14,0
PUNJAB,2001,23,46,10,232,0
PUNJAB,2001,6,6,5,33,0
PUNJAB,2001,15,18,10,36,0
PUNJAB,2001,10,10,8,27,0
PUNJAB,2001,298,324,159,1128,0
RAJASTHAN,2001,16,125,12,236,0
RAJASTHAN,2001,34,87,43,235,0
RAJASTHAN,2001,90,59,10,151,0
RAJASTHAN,2001,81,94,3,124,0
RAJASTHAN,2001,13,14,13,45,0
RAJASTHAN,2001,48,103,24,209,0
RAJASTHAN,2001,42,223,5,312,0
RAJASTHAN,2001,35,34,13,153,0
RAJASTHAN,2001,36,103,2,157,0
RAJASTHAN,2001,67,169,7,384,0
RAJASTHAN,2001,24,14,8,174,0
RAJASTHAN,2001,9,26,8,60,0
RAJASTHAN,2001,24,33,21,93,0
RAJASTHAN,2001,17,50,3,60,0
RAJASTHAN,2001,1,4,0,0,0
RAJASTHAN,2001,55,65,13,375,0
RAJASTHAN,2001,35,22,20,241,0
RAJASTHAN,2001,61,203,29,453,0
RAJASTHAN,2001,2,7,3,16,0
RAJASTHAN,2001,10,20,12,96,0
RAJASTHAN,2001,65,57,8,224,0
RAJASTHAN,2001,19,25,0,125,0
RAJASTHAN,2001,20,53,12,263,1
RAJASTHAN,2001,21,50,10,66,0
RAJASTHAN,2001,50,116,17,319,0
RAJASTHAN,2001,22,34,14,102,0
RAJASTHAN,2001,25,61,15,196,0
RAJASTHAN,2001,13,63,6,104,0
RAJASTHAN,2001,19,42,6,97,0
RAJASTHAN,2001,13,22,15,114,0
RAJASTHAN,2001,22,19,8,79,0
RAJASTHAN,2001,17,50,7,142,0
RAJASTHAN,2001,43,118,9,127,0
RAJASTHAN,2001,1049,2165,376,5532,1
SIKKIM,2001,7,1,0,0,0
SIKKIM,2001,0,0,0,0,0
SIKKIM,2001,1,0,0,0,0
SIKKIM,2001,0,1,0,0,0
SIKKIM,2001,8,2,0,0,0
TAMIL NADU,2001,6,14,3,8,0
TAMIL NADU,2001,20,8,16,57,0
TAMIL NADU,2001,28,0,13,111,0
TAMIL NADU,2001,0,0,0,2,0
TAMIL NADU,2001,18,27,16,49,0
TAMIL NADU,2001,4,10,5,28,0
TAMIL NADU,2001,16,2,9,21,0
TAMIL NADU,2001,17,30,6,18,0
TAMIL NADU,2001,14,35,8,8,5
TAMIL NADU,2001,9,14,4,25,0
TAMIL NADU,2001,21,9,6,12,9
TAMIL NADU,2001,6,9,5,29,0
TAMIL NADU,2001,4,8,2,14,0
TAMIL NADU,2001,13,23,5,69,0
TAMIL NADU,2001,2,18,12,24,0
TAMIL NADU,2001,12,25,4,8,0
TAMIL NADU,2001,7,16,4,18,0
TAMIL NADU,2001,8,5,2,16,0
TAMIL NADU,2001,3,11,0,12,0
TAMIL NADU,2001,5,24,2,25,0
TAMIL NADU,2001,13,17,4,16,0
TAMIL NADU,2001,8,29,8,7,0
TAMIL NADU,2001,2,10,3,11,0
TAMIL NADU,2001,5,10,4,9,0
TAMIL NADU,2001,0,34,0,31,0
TAMIL NADU,2001,4,7,4,9,0
TAMIL NADU,2001,57,53,3,13,0
TAMIL NADU,2001,3,10,0,6,0
TAMIL NADU,2001,16,11,6,16,0
TAMIL NADU,2001,5,33,1,18,0
TAMIL NADU,2001,7,26,4,2,0
TAMIL NADU,2001,12,0,1,36,0
TAMIL NADU,2001,0,0,0,0,0
TAMIL NADU,2001,6,17,3,2,0
TAMIL NADU,2001,5,6,4,18,0
TAMIL NADU,2001,13,0,8,5,0
TAMIL NADU,2001,37,37,14,42,0
TAMIL NADU,2001,17,19,2,20,0
TAMIL NADU,2001,423,607,191,815,14
TRIPURA,2001,11,0,2,11,0
TRIPURA,2001,29,11,3,60,0
TRIPURA,2001,29,7,5,59,0
TRIPURA,2001,33,17,6,97,0
TRIPURA,2001,102,35,16,227,0
UTTAR PRADESH,2001,66,132,63,327,0
UTTAR PRADESH,2001,50,78,44,258,0
UTTAR PRADESH,2001,42,75,56,226,0
UTTAR PRADESH,2001,19,29,14,87,0
UTTAR PRADESH,2001,11,25,21,26,0
UTTAR PRADESH,2001,11,41,32,81,0
UTTAR PRADESH,2001,47,41,62,76,0
UTTAR PRADESH,2001,15,17,20,64,0
UTTAR PRADESH,2001,14,19,19,62,0
UTTAR PRADESH,2001,18,17,19,35,0
UTTAR PRADESH,2001,8,19,12,30,0
UTTAR PRADESH,2001,27,18,21,50,0
UTTAR PRADESH,2001,41,55,35,188,0
UTTAR PRADESH,2001,93,98,57,421,0
UTTAR PRADESH,2001,18,23,22,48,0
UTTAR PRADESH,2001,38,59,31,230,0
UTTAR PRADESH,2001,31,64,45,227,0
UTTAR PRADESH,2001,4,11,16,22,0
UTTAR PRADESH,2001,8,3,8,2,0
UTTAR PRADESH,2001,7,33,27,44,0
UTTAR PRADESH,2001,57,59,68,156,0
UTTAR PRADESH,2001,20,22,29,52,0
UTTAR PRADESH,2001,22,26,17,49,0
UTTAR PRADESH,2001,9,38,22,93,0
UTTAR PRADESH,2001,28,27,46,59,0
UTTAR PRADESH,2001,22,59,48,89,0
UTTAR PRADESH,2001,2,2,1,1,0
UTTAR PRADESH,2001,16,30,17,54,0
UTTAR PRADESH,2001,31,79,33,140,0
UTTAR PRADESH,2001,6,19,22,56,0
UTTAR PRADESH,2001,18,21,26,46,0
UTTAR PRADESH,2001,13,52,16,52,0
UTTAR PRADESH,2001,14,16,22,25,0
UTTAR PRADESH,2001,70,60,63,136,0
UTTAR PRADESH,2001,16,26,31,93,0
UTTAR PRADESH,2001,23,36,14,98,0
UTTAR PRADESH,2001,6,14,29,65,0
UTTAR PRADESH,2001,11,15,43,85,0
UTTAR PRADESH,2001,18,20,31,69,0
UTTAR PRADESH,2001,8,19,22,63,0
UTTAR PRADESH,2001,21,34,39,79,0
UTTAR PRADESH,2001,47,176,64,356,0
UTTAR PRADESH,2001,26,23,28,72,0
UTTAR PRADESH,2001,83,90,88,138,0
UTTAR PRADESH,2001,7,20,18,14,0
UTTAR PRADESH,2001,20,5,10,31,0
UTTAR PRADESH,2001,62,138,47,337,0
UTTAR PRADESH,2001,13,13,7,10,0
UTTAR PRADESH,2001,12,7,11,4,0
UTTAR PRADESH,2001,13,31,42,63,0
UTTAR PRADESH,2001,25,33,21,77,0
UTTAR PRADESH,2001,17,25,16,39,0
UTTAR PRADESH,2001,28,96,34,236,0
UTTAR PRADESH,2001,16,6,23,39,0
UTTAR PRADESH,2001,44,72,45,207,0
UTTAR PRADESH,2001,54,67,24,265,0
UTTAR PRADESH,2001,64,47,44,195,0
UTTAR PRADESH,2001,18,35,33,44,0
UTTAR PRADESH,2001,58,50,29,137,0
